customer_id,name_hash,account_open_date,segment,country,occupation,risk_rating_existing,kyc_flags
1070,hash_dc58e3,2010-07-15,retail,US,freelancer,high,
1071,hash_1b0114,2023-10-12,retail,GB,self_employed,medium,
1072,hash_a1519d,2019-12-04,retail,US,student,medium,
1073,hash_390e98,2012-10-04,retail,FR,government_employee,high,sanctions_match
1074,hash_708f3c,2019-04-15,retail,GB,ceo,low,
1075,hash_460726,2015-09-20,retail,DE,government_employee,high,sanctions_match
1076,hash_8a1e80,2023-03-02,retail,US,government_employee,low,
1077,hash_062ddb,2015-09-08,retail,FR,freelancer,high,pep
1078,hash_522a9a,2019-03-02,retail,SG,self_employed,low,
1079,hash_43baa6,2021-02-10,retail,US,consultant,low,
1080,hash_731c83,2019-04-18,corporate,NL,lawyer,medium,
1081,hash_36a16a,2019-06-03,retail,AU,lawyer,low,
1082,hash_818f46,2023-10-10,retail,US,lawyer,low,
1083,hash_e5e63d,2018-01-22,retail,DE,government_employee,medium,
1084,hash_9f3640,2022-07-01,corporate,GB,ceo,low,
1085,hash_4f16c8,2021-04-04,corporate,SG,business_owner,medium,
1086,hash_d91d1b,2016-05-22,retail,FR,engineer,low,
1087,hash_a26398,2023-04-20,corporate,AU,consultant,low,
1088,hash_b1563a,2021-08-17,corporate,IN,trader,low,
1089,hash_03f544,2016-04-20,retail,IN,consultant,medium,
1090,hash_8b4066,2018-10-10,corporate,GB,trader,medium,
1091,hash_754dda,2014-09-14,retail,GB,freelancer,low,
1092,hash_6a2fee,2019-11-21,corporate,US,business_owner,low,
1093,hash_68b1fb,2010-11-15,retail,FR,business_owner,low,
1094,hash_41bfd2,2015-04-29,corporate,IN,lawyer,low,
1095,hash_d6723e,2017-07-14,retail,IN,business_owner,low,
1096,hash_4e2545,2013-10-27,corporate,CA,business_owner,medium,
1097,hash_db2b41,2020-02-20,retail,NL,business_owner,low,
1098,hash_a5e0ff,2022-09-12,corporate,AU,ceo,high,
1099,hash_a01607,2022-02-19,retail,NL,doctor,low,
1100,hash_1e6e0a,2014-07-30,retail,GB,consultant,low,
1101,hash_c6bff6,2021-09-08,corporate,IN,consultant,low,
1102,hash_c667d5,2013-02-20,retail,US,ceo,medium,
1103,hash_aace49,2023-04-18,retail,US,student,high,pep
1104,hash_4da040,2017-11-23,corporate,US,ceo,low,
1105,hash_af21d0,2018-06-25,retail,IN,doctor,low,
1106,hash_c9f95a,2011-07-07,corporate,SG,consultant,medium,
1107,hash_e58cc5,2015-07-22,retail,NL,business_owner,low,
1108,hash_b9d487,2011-06-06,corporate,NL,business_owner,low,
1109,hash_8f1d43,2020-12-15,corporate,FR,lawyer,medium,
1110,hash_2cbca4,2019-01-24,retail,GB,trader,low,
1111,hash_b59c67,2023-06-14,retail,DE,business_owner,low,
1112,hash_20d135,2012-06-19,retail,IN,business_owner,medium,
1113,hash_9c3b18,2020-11-04,retail,FR,trader,low,
1114,hash_d6ef5f,2021-12-03,retail,FR,ceo,medium,
1115,hash_e19347,2017-12-23,corporate,AE,trader,low,
1116,hash_dd7727,2012-07-18,retail,DE,ceo,low,
1117,hash_0eec27,2019-10-26,retail,GB,self_employed,medium,
1118,hash_c60d06,2013-05-19,retail,CA,engineer,low,
1119,hash_8597a6,2019-01-16,retail,US,consultant,low,
1120,hash_c6036a,2015-08-30,retail,US,lawyer,medium,
1121,hash_3a15c7,2017-06-07,retail,GB,trader,low,
1122,hash_3b712d,2013-10-17,retail,GB,consultant,medium,
1123,hash_2cfd45,2020-05-26,retail,US,engineer,low,
1124,hash_c7635b,2020-02-22,corporate,US,consultant,low,
1125,hash_c21002,2014-02-23,corporate,GB,business_owner,low,
1126,hash_ffeed8,2013-11-03,retail,IN,doctor,low,
1127,hash_678a14,2011-06-09,corporate,NL,trader,low,
1128,hash_3fe78a,2012-07-31,retail,DE,ceo,low,
1129,hash_69a5b5,2015-08-11,retail,DE,engineer,high,pep
1130,hash_4a213d,2023-04-15,retail,US,self_employed,low,
1131,hash_fe709c,2018-06-28,retail,FR,business_owner,low,
1132,hash_571e0f,2014-03-01,corporate,FR,trader,low,
1133,hash_fd06b8,2018-07-15,retail,FR,student,low,
1134,hash_7c9d0b,2019-03-31,corporate,US,consultant,high,pep
1135,hash_fd2c5e,2016-04-22,retail,US,business_owner,low,
1136,hash_47a658,2019-11-04,retail,US,freelancer,low,
1137,hash_801c14,2018-04-04,retail,CA,government_employee,low,
1138,hash_c3e0c6,2022-09-19,corporate,US,business_owner,low,
1139,hash_184260,2020-06-26,corporate,US,lawyer,low,
1140,hash_8248a9,2019-10-18,retail,US,freelancer,low,
1141,hash_f7f580,2010-07-23,corporate,DE,lawyer,low,
1142,hash_8ce679,2013-03-16,retail,GB,engineer,low,
1143,hash_208e43,2023-12-29,retail,FR,student,medium,
1144,hash_4588e6,2016-08-02,retail,US,doctor,low,
1145,hash_feab05,2016-02-07,retail,US,self_employed,high,sanctions_match
1146,hash_8a3363,2022-01-03,corporate,DE,ceo,low,
1147,hash_a1d501,2021-05-22,retail,GB,business_owner,low,
1148,hash_df0aab,2011-08-16,retail,GB,ceo,low,
1149,hash_09c6c3,2016-06-20,corporate,SG,lawyer,medium,
1150,hash_2b38c2,2018-10-03,retail,NL,consultant,low,
1151,hash_f19700,2022-05-01,corporate,FR,trader,low,
1152,hash_45f31d,2019-12-09,retail,NL,lawyer,low,
1153,hash_55b192,2023-11-22,retail,DE,lawyer,low,
1154,hash_e8b1cb,2023-01-21,corporate,US,trader,low,
1155,hash_285f89,2023-09-21,retail,DE,consultant,medium,
1156,hash_e22312,2017-02-11,retail,GB,self_employed,low,
1157,hash_a8240c,2023-01-29,corporate,GB,consultant,medium,
1158,hash_0c048b,2021-09-22,retail,GB,freelancer,medium,
1159,hash_16e6a3,2017-07-16,retail,AE,consultant,low,
1160,hash_884d79,2023-01-22,retail,FR,consultant,low,
1161,hash_38ca89,2021-12-25,corporate,US,business_owner,high,sanctions_match
1162,hash_abea47,2015-05-29,retail,IN,business_owner,medium,
1163,hash_6e7d2d,2023-07-05,retail,AU,consultant,medium,
1164,hash_00e26a,2022-03-28,retail,GB,engineer,high,sanctions_match
1165,hash_a3fb4f,2015-09-28,retail,US,doctor,high,
1166,hash_0f2c9a,2018-09-22,corporate,SG,consultant,low,
1167,hash_9da187,2022-01-11,retail,GB,government_employee,low,
1168,hash_2f29b6,2022-03-19,retail,IN,consultant,low,
1169,hash_1e1d18,2023-12-18,retail,NL,freelancer,low,
1170,hash_3eb71f,2016-03-18,corporate,US,ceo,low,
1171,hash_a113c1,2014-02-08,retail,US,student,high,sanctions_match
1172,hash_36a169,2021-02-04,retail,DE,government_employee,low,
1173,hash_0a0a0c,2019-07-25,retail,AE,self_employed,low,
1174,hash_3473de,2013-07-22,retail,US,government_employee,low,
1175,hash_1896a3,2019-06-27,retail,SG,freelancer,low,
1176,hash_a7d8ae,2014-03-10,retail,GB,self_employed,low,
1177,hash_83f97f,2023-12-28,corporate,DE,business_owner,low,
1178,hash_7d771e,2014-02-21,corporate,GB,lawyer,low,
1179,hash_dabd8d,2013-11-04,retail,AE,business_owner,low,
1180,hash_6eb6e7,2022-09-30,retail,IN,student,low,
1181,hash_2ac240,2021-03-24,corporate,CA,lawyer,medium,
1182,hash_f47330,2019-07-14,retail,GB,government_employee,low,
1183,hash_0e095e,2014-04-29,retail,NL,student,low,
1184,hash_97af4f,2022-09-25,retail,IN,engineer,low,
1185,hash_568052,2022-04-09,retail,US,trader,low,
1186,hash_2b6d65,2013-08-06,retail,GB,doctor,low,
1187,hash_4f2848,2016-07-22,corporate,SG,ceo,low,
1188,hash_c44e50,2020-02-20,retail,US,government_employee,medium,
1189,hash_82c255,2021-01-25,corporate,SG,ceo,high,pep
1190,hash_160c88,2013-09-02,retail,GB,government_employee,low,
1191,hash_b20bb9,2013-04-10,retail,GB,government_employee,low,
1192,hash_52292e,2013-02-05,retail,FR,self_employed,medium,
1193,hash_9a3d45,2019-02-02,retail,CA,freelancer,medium,
1194,hash_a42a59,2011-08-17,retail,US,consultant,low,
1195,hash_0188e8,2019-05-22,retail,GB,ceo,low,
1196,hash_9adeb8,2019-03-03,corporate,DE,trader,high,sanctions_match
1197,hash_ae5e3c,2013-01-15,retail,GB,ceo,high,sanctions_match
1198,hash_c54e78,2017-08-15,corporate,US,consultant,medium,
1199,hash_4d2e7b,2023-04-15,corporate,GB,ceo,low,
1200,hash_fe2d01,2023-08-06,corporate,US,lawyer,low,
1201,hash_7501e5,2012-11-15,retail,AU,self_employed,low,
1202,hash_147702,2020-11-03,corporate,FR,consultant,low,
1203,hash_491442,2017-07-25,corporate,GB,business_owner,low,
1204,hash_fb2fcd,2015-01-06,corporate,AE,ceo,low,
1205,hash_b571ec,2011-10-11,corporate,US,ceo,low,
1206,hash_144a3f,2020-11-22,retail,US,consultant,low,
1207,hash_4e4e53,2010-08-10,retail,DE,self_employed,low,
1208,hash_a58149,2010-11-08,corporate,FR,ceo,medium,
1209,hash_7e7e69,2019-12-22,retail,NL,consultant,low,
1210,hash_f7cade,2010-12-02,retail,GB,doctor,medium,
1211,hash_285ab9,2015-05-02,retail,FR,ceo,low,
1212,hash_a01610,2011-05-23,retail,DE,business_owner,low,
1213,hash_33ceb0,2016-01-08,corporate,NL,business_owner,medium,
1214,hash_c8ba76,2020-03-19,corporate,SG,trader,low,
1215,hash_a4d2f0,2019-08-13,retail,GB,doctor,low,
1216,hash_3948ea,2011-05-09,retail,US,business_owner,low,
1217,hash_6a61d4,2017-11-11,corporate,FR,lawyer,medium,
1218,hash_3f67fd,2022-02-25,retail,AE,business_owner,low,
1219,hash_271551,2018-02-02,corporate,FR,ceo,high,pep
1220,hash_b24d51,2021-11-01,retail,AE,ceo,low,
1221,hash_1d7231,2021-10-31,retail,FR,business_owner,medium,
1222,hash_3a029f,2010-05-15,corporate,FR,lawyer,medium,
1223,hash_43cca4,2019-11-02,corporate,GB,consultant,medium,
1224,hash_68d13c,2017-12-05,retail,US,doctor,low,
1225,hash_25df35,2011-04-15,retail,NL,student,low,
1226,hash_3210dd,2015-03-08,retail,DE,doctor,low,
1227,hash_c4851e,2012-03-06,corporate,FR,ceo,medium,
1228,hash_eb86d5,2016-10-19,corporate,US,trader,low,
1229,hash_310ce6,2014-10-31,retail,IN,engineer,low,
1230,hash_4122cb,2019-05-05,retail,FR,trader,low,
1231,hash_6c14da,2012-11-11,retail,FR,student,low,
1232,hash_e53a0a,2011-09-06,corporate,IN,consultant,medium,
1233,hash_e034fb,2019-11-07,retail,US,trader,low,
1234,hash_81dc9b,2015-07-24,retail,SG,engineer,medium,
1235,hash_999653,2018-01-22,corporate,DE,consultant,low,
1236,hash_7bccfd,2015-09-02,retail,DE,engineer,medium,
1237,hash_a9eb81,2011-03-27,corporate,CA,consultant,low,
1238,hash_d38901,2015-07-17,corporate,FR,ceo,low,
1239,hash_b3ba8f,2011-01-26,retail,GB,doctor,low,
1240,hash_a9078e,2014-12-01,retail,US,ceo,low,
1241,hash_1c65ce,2013-08-01,corporate,US,business_owner,low,
1242,hash_2de5d1,2012-06-24,retail,IN,engineer,low,
1243,hash_e1d5be,2019-07-15,corporate,IN,trader,low,
1244,hash_2c8910,2012-02-11,corporate,AU,consultant,low,
1245,hash_5eac43,2018-04-12,retail,GB,freelancer,low,
1246,hash_905056,2010-10-18,retail,DE,student,low,
1247,hash_e6d854,2018-04-26,corporate,AE,lawyer,low,
1248,hash_39e497,2016-04-18,retail,AU,student,low,
1249,hash_2ba869,2012-02-11,corporate,GB,lawyer,low,
1250,hash_81e5f8,2023-10-02,retail,CA,ceo,low,
1251,hash_838e8a,2023-11-15,retail,US,consultant,low,
1252,hash_a284df,2015-06-04,retail,GB,freelancer,low,
1253,hash_b495ce,2010-12-04,corporate,US,consultant,low,
1254,hash_884ce4,2023-07-03,retail,GB,government_employee,low,
1255,hash_3bf55b,2011-12-25,retail,US,government_employee,low,
1256,hash_e32510,2011-10-22,retail,NL,business_owner,high,
1257,hash_cd758e,2019-05-20,corporate,GB,business_owner,low,
1258,hash_26588e,2019-01-17,corporate,NL,ceo,medium,
1259,hash_68a83e,2023-04-26,retail,GB,doctor,low,
1260,hash_f4573f,2012-03-03,retail,US,doctor,medium,
1261,hash_17326d,2021-09-09,retail,DE,trader,medium,
1262,hash_dc4c44,2018-05-12,corporate,GB,business_owner,low,
1263,hash_7eb3c8,2021-04-29,retail,NL,self_employed,low,
1264,hash_6c8dba,2020-01-28,retail,DE,government_employee,low,
1265,hash_0ce2ff,2017-06-23,corporate,IN,business_owner,low,
1266,hash_8e2cfd,2015-02-24,retail,DE,lawyer,medium,
1267,hash_b51a15,2017-01-15,corporate,DE,trader,high,sanctions_match
1268,hash_193002,2010-09-24,corporate,SG,consultant,medium,
1269,hash_e00406,2021-12-01,retail,CA,trader,low,
1270,hash_c85037,2012-01-24,retail,GB,trader,medium,
1271,hash_c1e39d,2022-05-21,retail,US,consultant,high,pep
1272,hash_7810cc,2023-12-04,retail,GB,business_owner,low,
1273,hash_f91e24,2014-09-11,retail,CA,government_employee,low,
1274,hash_e702e5,2019-09-30,retail,CA,consultant,low,
1275,hash_bb04af,2022-09-06,retail,DE,student,medium,
1276,hash_fb60d4,2017-05-22,retail,US,self_employed,low,
1277,hash_d75917,2013-05-04,retail,GB,student,low,
1278,hash_ab1a4d,2018-05-10,retail,US,consultant,low,
1279,hash_995665,2014-01-29,retail,US,doctor,low,
1280,hash_da11e8,2019-04-20,retail,FR,doctor,low,
1281,hash_d94e18,2017-08-13,retail,US,trader,high,
1282,hash_1cecc7,2015-06-02,retail,DE,government_employee,low,
1283,hash_018b59,2014-10-29,retail,GB,engineer,medium,
1284,hash_242c10,2010-08-15,corporate,SG,business_owner,low,
1285,hash_944bdd,2016-07-03,retail,US,government_employee,medium,
1286,hash_c0a271,2020-01-10,retail,SG,engineer,low,
1287,hash_407901,2014-06-02,corporate,US,ceo,low,
1288,hash_0e9fa1,2013-07-19,retail,SG,consultant,low,
1289,hash_082942,2013-10-28,corporate,GB,consultant,low,
1290,hash_702229,2014-09-30,corporate,DE,trader,low,
1291,hash_71f627,2013-09-25,retail,GB,trader,low,
1292,hash_459a4d,2017-08-21,retail,DE,doctor,low,
1293,hash_7c82fa,2016-03-29,retail,NL,freelancer,low,
1294,hash_84438b,2020-03-05,corporate,DE,ceo,low,
1295,hash_dc87c1,2011-01-19,corporate,DE,ceo,low,
1296,hash_2812e5,2012-03-29,retail,SG,government_employee,low,
1297,hash_286674,2010-06-27,retail,NL,consultant,medium,
1298,hash_a51fb9,2023-04-17,retail,GB,business_owner,medium,
1299,hash_a0833c,2015-03-18,retail,DE,ceo,low,
1300,hash_6f3e29,2019-02-04,corporate,FR,consultant,low,
1301,hash_2df452,2017-04-01,retail,IN,consultant,low,
1302,hash_996009,2023-12-13,corporate,SG,business_owner,low,
1303,hash_d282ef,2011-11-25,retail,DE,engineer,high,pep
1304,hash_5caf41,2021-05-07,retail,DE,engineer,medium,
1305,hash_fd5c90,2017-08-04,corporate,NL,lawyer,high,sanctions_match
1306,hash_7940ab,2021-02-10,corporate,CA,business_owner,medium,
1307,hash_f93882,2013-04-25,retail,US,doctor,low,
1308,hash_a0872c,2021-04-02,retail,FR,consultant,low,
1309,hash_4476b9,2015-07-29,retail,US,freelancer,low,
1310,hash_535ab7,2011-01-13,corporate,DE,lawyer,low,
1311,hash_7bb060,2014-10-28,corporate,DE,lawyer,low,
1312,hash_f29b38,2016-01-21,corporate,NL,business_owner,medium,
1313,hash_f09696,2012-04-21,corporate,US,consultant,low,
1314,hash_50905d,2022-07-12,retail,GB,trader,medium,
1315,hash_dfd746,2011-10-02,corporate,NL,consultant,low,
1316,hash_f3f1b7,2018-04-14,retail,DE,doctor,low,
1317,hash_93fb9d,2014-09-23,retail,NL,self_employed,low,
1318,hash_76cf99,2023-04-12,corporate,AE,ceo,low,
1319,hash_1ee3df,2018-08-27,corporate,US,trader,low,
1320,hash_2a50e9,2023-05-24,retail,FR,government_employee,medium,
1321,hash_f9be31,2016-05-07,retail,NL,freelancer,medium,
1322,hash_dc960c,2012-11-09,retail,DE,consultant,low,
1323,hash_4671ae,2023-08-28,retail,IN,ceo,low,
1324,hash_bb7946,2013-05-21,retail,FR,ceo,low,
1325,hash_3546ab,2014-01-23,retail,US,student,low,
1326,hash_c70daf,2021-05-22,retail,US,doctor,low,
1327,hash_17fafe,2023-12-11,corporate,US,trader,medium,
1328,hash_4c22bd,2023-03-26,retail,DE,engineer,medium,
1329,hash_01e956,2010-09-06,retail,US,ceo,high,sanctions_match
1330,hash_fe5151,2014-01-01,retail,NL,consultant,medium,
1331,hash_e077e1,2020-03-08,retail,US,freelancer,low,
1332,hash_28e209,2012-09-22,corporate,DE,lawyer,low,
1333,hash_ff49cc,2013-12-01,retail,DE,trader,low,
1334,hash_8edd72,2015-03-24,corporate,US,trader,low,
1335,hash_9cb67f,2018-06-08,corporate,GB,business_owner,low,
1336,hash_3d779c,2021-04-03,retail,US,ceo,low,
1337,hash_e48e13,2014-08-04,retail,CA,doctor,low,
1338,hash_053116,2018-04-24,retail,AU,freelancer,low,
1339,hash_d10ec7,2014-03-13,retail,DE,self_employed,low,
1340,hash_4f8765,2014-04-23,corporate,NL,lawyer,low,
1341,hash_33ebd5,2013-09-19,corporate,NL,trader,medium,
1342,hash_5e1b18,2020-02-06,retail,FR,lawyer,high,
1343,hash_674bfc,2012-01-26,retail,IN,business_owner,low,
1344,hash_a50abb,2012-09-02,retail,CA,engineer,low,
1345,hash_86109d,2015-09-30,retail,DE,lawyer,low,
1346,hash_82965d,2017-04-06,corporate,AE,business_owner,high,
1347,hash_0e5566,2023-05-24,retail,FR,ceo,low,
1348,hash_c73dfe,2020-10-22,retail,FR,government_employee,low,
1349,hash_bcc0d4,2012-09-10,corporate,NL,trader,low,
1350,hash_861dc9,2020-10-18,retail,US,freelancer,low,
1351,hash_3e313b,2017-11-05,corporate,DE,consultant,low,
1352,hash_8b0dc6,2015-04-26,corporate,GB,lawyer,medium,
1353,hash_ee8374,2010-08-04,corporate,AU,consultant,medium,
1354,hash_af4732,2020-06-18,corporate,CA,consultant,low,
1355,hash_b8c27b,2019-09-30,retail,GB,trader,medium,
1356,hash_980ecd,2010-09-17,retail,FR,lawyer,low,
1357,hash_c26820,2014-08-16,corporate,US,trader,low,
1358,hash_83adc9,2023-09-10,retail,US,trader,low,
1359,hash_8d3369,2016-09-07,retail,AE,consultant,low,
1360,hash_fb508e,2010-10-30,retail,GB,government_employee,high,pep
1361,hash_cf9a24,2022-10-14,retail,IN,student,low,
1362,hash_a9be4c,2023-12-17,retail,US,student,medium,
1363,hash_9683cc,2022-04-10,retail,CA,freelancer,low,
1364,hash_effc29,2013-12-25,retail,US,ceo,low,
1365,hash_cf1f78,2016-07-20,corporate,DE,lawyer,low,
1366,hash_6a5889,2019-01-28,retail,US,consultant,low,
1367,hash_a223c6,2019-06-11,corporate,GB,lawyer,low,
1368,hash_6c1da8,2021-07-30,retail,NL,business_owner,low,
1369,hash_0e3a37,2023-09-29,retail,NL,doctor,low,
1370,hash_d1ee59,2013-04-19,retail,US,business_owner,high,sanctions_match
1371,hash_81ca02,2019-02-25,corporate,IN,consultant,low,
1372,hash_f3bd5a,2012-03-27,retail,US,freelancer,low,
1373,hash_e56b06,2019-08-31,retail,AE,freelancer,high,
1374,hash_792c7b,2016-09-10,corporate,FR,business_owner,low,
1375,hash_70feb6,2022-10-12,retail,GB,trader,high,
1376,hash_79a49b,2022-03-23,corporate,IN,lawyer,medium,
1377,hash_f52378,2022-11-03,retail,IN,engineer,low,
1378,hash_8d9a0a,2018-01-07,retail,CA,lawyer,medium,
1379,hash_bad5f3,2019-07-11,retail,FR,engineer,low,
1380,hash_ea8fcd,2016-05-07,corporate,CA,ceo,low,
1381,hash_d82118,2019-06-02,retail,US,consultant,low,
1382,hash_4e0d67,2020-06-10,retail,GB,student,low,
1383,hash_cd0dce,2017-07-29,retail,GB,engineer,low,
1384,hash_5ca3e9,2010-06-12,retail,AU,consultant,medium,
1385,hash_86e8f7,2023-06-29,retail,IN,government_employee,medium,
1386,hash_363763,2015-04-05,retail,DE,business_owner,medium,
1387,hash_4fa7c6,2022-01-16,retail,FR,government_employee,low,
1388,hash_0c0a75,2020-03-10,retail,GB,doctor,high,pep
1389,hash_2bd7f9,2015-12-09,corporate,AU,lawyer,medium,
1390,hash_359f38,2013-11-10,retail,DE,doctor,low,
1391,hash_7f53f8,2018-08-11,corporate,US,trader,medium,
1392,hash_c08268,2018-04-25,corporate,US,ceo,medium,
1393,hash_ad3019,2020-05-14,retail,AE,lawyer,low,
1394,hash_f016e5,2011-12-18,retail,US,student,low,
1395,hash_14d9e8,2018-01-31,corporate,CA,consultant,low,
1396,hash_096628,2013-02-04,corporate,US,lawyer,medium,
1397,hash_215a71,2018-10-06,retail,CA,doctor,low,
1398,hash_d97313,2019-05-26,retail,AU,government_employee,low,
1399,hash_602d13,2015-04-09,corporate,DE,consultant,low,
1400,hash_f0dd4a,2021-04-12,corporate,AE,business_owner,low,
1401,hash_9701a1,2011-11-17,corporate,AU,lawyer,low,
1402,hash_28fc27,2021-11-10,retail,NL,consultant,low,
1403,hash_4edaa1,2015-04-13,retail,US,freelancer,medium,
1404,hash_186a15,2020-02-21,retail,US,self_employed,low,
1405,hash_3de233,2014-03-31,retail,AE,ceo,low,
1406,hash_b7087c,2022-10-20,corporate,US,trader,low,
1407,hash_46771d,2017-09-23,retail,GB,lawyer,medium,
1408,hash_6d9c54,2013-08-30,corporate,FR,consultant,low,
1409,hash_7b5b23,2020-08-30,retail,US,consultant,low,
1410,hash_512c5c,2017-11-16,retail,GB,student,low,
1411,hash_54072f,2018-02-09,retail,GB,self_employed,low,
1412,hash_0e4e94,2017-12-23,retail,GB,business_owner,low,
1413,hash_59f51f,2013-08-08,retail,CA,ceo,low,
1414,hash_7a6741,2012-05-10,corporate,NL,trader,high,sanctions_match
1415,hash_a60937,2023-11-12,retail,DE,trader,medium,
1416,hash_23ad3e,2020-09-13,corporate,AE,ceo,low,
1417,hash_9a1756,2010-02-16,retail,US,doctor,medium,
1418,hash_309928,2023-01-28,retail,FR,government_employee,low,
1419,hash_30c8e1,2015-10-05,corporate,US,lawyer,low,
1420,hash_90db9d,2010-03-29,retail,FR,freelancer,medium,
1421,hash_9aa42b,2022-11-07,corporate,SG,ceo,low,
1422,hash_0ed942,2021-05-31,retail,FR,freelancer,low,
1423,hash_856fc8,2016-06-04,retail,GB,business_owner,low,
1424,hash_489d03,2019-02-25,retail,GB,engineer,low,
1425,hash_a424ed,2017-09-26,corporate,US,trader,medium,
1426,hash_299fb2,2021-11-01,retail,US,consultant,low,
1427,hash_970af3,2022-07-12,retail,AU,engineer,low,
1428,hash_0663a4,2013-10-18,corporate,CA,trader,low,
1429,hash_563527,2019-03-19,corporate,GB,lawyer,low,
1430,hash_411ae1,2018-03-21,retail,US,lawyer,medium,
1431,hash_e11943,2012-04-10,corporate,GB,consultant,medium,
1432,hash_56468d,2014-08-24,retail,GB,trader,medium,
1433,hash_b069b3,2020-06-08,corporate,AU,lawyer,low,
1434,hash_7895fc,2014-10-08,retail,US,engineer,low,
1435,hash_1f3202,2018-11-17,corporate,GB,ceo,high,sanctions_match
